# linedensity[i]	correlation[i]/1024	correlation_fftw[i]	FourierComp_fftw[i]
0.318061	-0.0633521	-0.0633521	7.88125e+133
0.47634	-0.0562413	-0.0562413	7.88125e+133
0.703021	-0.0478613	-0.0478613	7.88125e+133
0.72366	-0.0386174	-0.0386174	7.88125e+133
0.659631	-0.0279793	-0.0279793	7.88125e+133
0.851664	-0.01682	-0.01682	7.88125e+133
0.907821	-0.00520793	-0.00520793	7.88125e+133
1.03307	0.00697305	0.00697305	7.88125e+133
0.997908	0.0197639	0.0197639	7.88125e+133
0.956058	0.0320231	0.0320231	7.88125e+133
1.13077	0.0445759	0.0445759	7.88125e+133
1.16636	0.0571069	0.0571069	7.88125e+133
1.16245	0.0688095	0.0688095	7.88125e+133
1.1099	0.0803138	0.0803138	7.88125e+133
1.12218	0.0905293	0.0905293	7.88125e+133
1.07141	0.100066	0.100066	7.88125e+133
1.02006	0.108544	0.108544	7.88125e+133
0.830417	0.115662	0.115662	7.88125e+133
0.695549	0.121181	0.121181	7.88125e+133
0.707926	0.125165	0.125165	7.88125e+133
0.483246	0.127797	0.127797	7.88125e+133
0.446169	0.128554	0.128554	7.88125e+133
0.269075	0.127462	0.127462	7.88125e+133
0.0675976	0.124524	0.124524	7.88125e+133
0.143425	0.120108	0.120108	7.88125e+133
-0.0881306	0.113672	0.113672	7.88125e+133
-0.2426	0.106131	0.106131	7.88125e+133
-0.241073	0.09695	0.09695	7.88125e+133
-0.467774	0.0861215	0.0861215	7.88125e+133
-0.596984	0.0741741	0.0741741	7.88125e+133
-0.691788	0.0611476	0.0611476	7.88125e+133
-0.747606	0.047329	0.047329	7.88125e+133
-0.803494	0.032598	0.032598	7.88125e+133
-0.859266	0.0173331	0.0173331	7.88125e+133
-0.908789	0.00169081	0.00169081	7.88125e+133
-0.978299	-0.0137873	-0.0137873	7.88125e+133
-0.963584	-0.0291006	-0.0291006	7.88125e+133
-0.898398	-0.0443526	-0.0443526	7.88125e+133
-0.902767	-0.0587279	-0.0587279	7.88125e+133
-0.77156	-0.0722416	-0.0722416	7.88125e+133
-0.839305	-0.0848807	-0.0848807	7.88125e+133
-0.625839	-0.0955835	-0.0955835	7.88125e+133
-0.574642	-0.105205	-0.105205	7.88125e+133
-0.514618	-0.112876	-0.112876	7.88125e+133
-0.413311	-0.118787	-0.118787	7.88125e+133
-0.29447	-0.123104	-0.123104	7.88125e+133
-0.188319	-0.125125	-0.125125	7.88125e+133
0.0263449	-0.125135	-0.125135	7.88125e+133
0.150749	-0.122997	-0.122997	7.88125e+133
0.0499679	-0.118333	-0.118333	7.88125e+133
0.244349	-0.111986	-0.111986	7.88125e+133
0.434057	-0.103641	-0.103641	7.88125e+133
0.585038	-0.0933877	-0.0933877	7.88125e+133
0.759495	-0.0811383	-0.0811383	7.88125e+133
0.697699	-0.0674703	-0.0674703	7.88125e+133
0.84769	-0.0520003	-0.0520003	7.88125e+133
0.915356	-0.0359563	-0.0359563	7.88125e+133
0.965154	-0.0186021	-0.0186021	7.88125e+133
0.980137	-0.000454537	-0.000454537	7.88125e+133
1.09939	0.0176589	0.0176589	7.88125e+133
1.15454	0.0363314	0.0363314	7.88125e+133
1.02562	0.0547953	0.0547953	7.88125e+133
1.04049	0.0729435	0.0729435	7.88125e+133
0.973084	0.0901649	0.0901649	7.88125e+133
0.94457	0.106294	0.106294	7.88125e+133
1.08306	0.121336	0.121336	7.88125e+133
0.898106	0.134856	0.134856	7.88125e+133
0.80289	0.146711	0.146711	7.88125e+133
0.788426	0.156314	0.156314	7.88125e+133
0.525624	0.164042	0.164042	7.88125e+133
0.554499	0.169801	0.169801	7.88125e+133
0.438335	0.172407	0.172407	7.88125e+133
0.137068	0.173162	0.173162	7.88125e+133
0.114974	0.171312	0.171312	7.88125e+133
-0.0197658	0.167315	0.167315	7.88125e+133
0.0068517	0.160354	0.160354	7.88125e+133
-0.365141	0.151035	0.151035	7.88125e+133
-0.290499	0.13952	0.13952	7.88125e+133
-0.502796	0.126531	0.126531	7.88125e+133
-0.443975	0.110981	0.110981	7.88125e+133
-0.654605	0.094015	0.094015	7.88125e+133
-0.691996	0.0755469	0.0755469	7.88125e+133
-0.772309	0.0561315	0.0561315	7.88125e+133
-0.84521	0.0351935	0.0351935	7.88125e+133
-0.821729	0.0138384	0.0138384	7.88125e+133
-0.853064	-0.00741673	-0.00741673	7.88125e+133
-0.80377	-0.0288154	-0.0288154	7.88125e+133
-0.830846	-0.0496283	-0.0496283	7.88125e+133
-0.919766	-0.06996	-0.06996	7.88125e+133
-0.847124	-0.0890453	-0.0890453	7.88125e+133
-0.688307	-0.106741	-0.106741	7.88125e+133
-0.589358	-0.122617	-0.122617	7.88125e+133
-0.660939	-0.136872	-0.136872	7.88125e+133
-0.554312	-0.148564	-0.148564	7.88125e+133
-0.502322	-0.158075	-0.158075	7.88125e+133
-0.353267	-0.164627	-0.164627	7.88125e+133
-0.267363	-0.169034	-0.169034	7.88125e+133
0.0122821	-0.170914	-0.170914	7.88125e+133
0.0862578	-0.169769	-0.169769	7.88125e+133
0.0824968	-0.165392	-0.165392	7.88125e+133
0.258208	-0.158174	-0.158174	7.88125e+133
0.500464	-0.148399	-0.148399	7.88125e+133
0.704906	-0.136169	-0.136169	7.88125e+133
0.672879	-0.121275	-0.121275	7.88125e+133
0.826075	-0.104044	-0.104044	7.88125e+133
0.883251	-0.0845498	-0.0845498	7.88125e+133
0.923398	-0.064141	-0.064141	7.88125e+133
0.929571	-0.04183	-0.04183	7.88125e+133
1.07057	-0.0185191	-0.0185191	7.88125e+133
1.15771	0.00568167	0.00568167	7.88125e+133
1.19057	0.0300931	0.0300931	7.88125e+133
1.169	0.0546805	0.0546805	7.88125e+133
1.09485	0.0787749	0.0787749	7.88125e+133
1.14878	0.101927	0.101927	7.88125e+133
1.00299	0.124058	0.124058	7.88125e+133
1.00842	0.144744	0.144744	7.88125e+133
0.926767	0.163456	0.163456	7.88125e+133
0.859229	0.179922	0.179922	7.88125e+133
0.875585	0.194344	0.194344	7.88125e+133
0.767262	0.206	0.206	7.88125e+133
0.36392	0.214548	0.214548	7.88125e+133
0.310671	0.21958	0.21958	7.88125e+133
0.245156	0.222439	0.222439	7.88125e+133
0.209108	0.221584	0.221584	7.88125e+133
0.0727532	0.217431	0.217431	7.88125e+133
-0.224043	0.210111	0.210111	7.88125e+133
-0.188266	0.199306	0.199306	7.88125e+133
-0.371058	0.186219	0.186219	7.88125e+133
-0.492356	0.169739	0.169739	7.88125e+133
-0.533116	0.15072	0.15072	7.88125e+133
-0.531715	0.129184	0.129184	7.88125e+133
-0.718505	0.105884	0.105884	7.88125e+133
-0.875222	0.0812511	0.0812511	7.88125e+133
-0.786287	0.0551212	0.0551212	7.88125e+133
-0.892429	0.0278008	0.0278008	7.88125e+133
-0.861356	8.80059e-06	8.80059e-06	7.88125e+133
-0.861498	-0.0273932	-0.0273932	7.88125e+133
-0.937504	-0.0544988	-0.0544988	7.88125e+133
-0.935975	-0.0809545	-0.0809545	7.88125e+133
-0.795571	-0.106391	-0.106391	7.88125e+133
-0.801826	-0.129823	-0.129823	7.88125e+133
-0.769567	-0.15126	-0.15126	7.88125e+133
-0.620246	-0.170718	-0.170718	7.88125e+133
-0.554395	-0.187157	-0.187157	7.88125e+133
-0.463001	-0.200302	-0.200302	7.88125e+133
-0.327465	-0.210532	-0.210532	7.88125e+133
-0.300297	-0.217179	-0.217179	7.88125e+133
-0.19337	-0.220937	-0.220937	7.88125e+133
0.062491	-0.220774	-0.220774	7.88125e+133
0.142891	-0.216565	-0.216565	7.88125e+133
0.250891	-0.208907	-0.208907	7.88125e+133
0.416436	-0.197956	-0.197956	7.88125e+133
0.580121	-0.183407	-0.183407	7.88125e+133
0.632977	-0.165952	-0.165952	7.88125e+133
0.854577	-0.145125	-0.145125	7.88125e+133
0.797627	-0.121622	-0.121622	7.88125e+133
0.979242	-0.0960588	-0.0960588	7.88125e+133
0.956706	-0.068469	-0.068469	7.88125e+133
1.07392	-0.0391961	-0.0391961	7.88125e+133
1.09247	-0.00939995	-0.00939995	7.88125e+133
1.00028	0.0213612	0.0213612	7.88125e+133
1.06704	0.0517994	0.0517994	7.88125e+133
1.17342	0.0821835	0.0821835	7.88125e+133
1.13821	0.112133	0.112133	7.88125e+133
0.995536	0.140241	0.140241	7.88125e+133
0.847186	0.16721	0.16721	7.88125e+133
0.85266	0.191081	0.191081	7.88125e+133
0.694663	0.212796	0.212796	7.88125e+133
0.644024	0.231286	0.231286	7.88125e+133
0.52302	0.246803	0.246803	7.88125e+133
0.625989	0.258799	0.258799	7.88125e+133
0.292872	0.266336	0.266336	7.88125e+133
0.311958	0.270363	0.270363	7.88125e+133
0.0759035	0.270557	0.270557	7.88125e+133
-0.0486906	0.2665	0.2665	7.88125e+133
0.0157256	0.25828	0.25828	7.88125e+133
-0.239371	0.245805	0.245805	7.88125e+133
-0.346541	0.230713	0.230713	7.88125e+133
-0.385465	0.211517	0.211517	7.88125e+133
-0.560648	0.188765	0.188765	7.88125e+133
-0.6122	0.163083	0.163083	7.88125e+133
-0.631674	0.135281	0.135281	7.88125e+133
-0.818635	0.105626	0.105626	7.88125e+133
-0.768692	0.0736814	0.0736814	7.88125e+133
-0.919336	0.0404368	0.0404368	7.88125e+133
-0.927129	0.00705268	0.00705268	7.88125e+133
-0.80773	-0.0266356	-0.0266356	7.88125e+133
-0.898636	-0.0599375	-0.0599375	7.88125e+133
-0.871155	-0.0922375	-0.0922375	7.88125e+133
-0.693825	-0.123491	-0.123491	7.88125e+133
-0.693708	-0.152408	-0.152408	7.88125e+133
-0.748878	-0.179214	-0.179214	7.88125e+133
-0.624146	-0.202899	-0.202899	7.88125e+133
-0.35878	-0.223787	-0.223787	7.88125e+133
-0.493792	-0.240852	-0.240852	7.88125e+133
-0.298348	-0.254198	-0.254198	7.88125e+133
-0.220243	-0.263121	-0.263121	7.88125e+133
0.0253362	-0.267828	-0.267828	7.88125e+133
0.240676	-0.26859	-0.26859	7.88125e+133
0.284624	-0.264635	-0.264635	7.88125e+133
0.361422	-0.256373	-0.256373	7.88125e+133
0.50616	-0.24377	-0.24377	7.88125e+133
0.58027	-0.226645	-0.226645	7.88125e+133
0.745898	-0.205893	-0.205893	7.88125e+133
0.780694	-0.181551	-0.181551	7.88125e+133
0.865431	-0.154194	-0.154194	7.88125e+133
0.845736	-0.123951	-0.123951	7.88125e+133
0.921795	-0.0913604	-0.0913604	7.88125e+133
1.05032	-0.0565839	-0.0565839	7.88125e+133
1.09092	-0.0207166	-0.0207166	7.88125e+133
1.0277	0.0160369	0.0160369	7.88125e+133
1.17684	0.052967	0.052967	7.88125e+133
1.15728	0.0894322	0.0894322	7.88125e+133
1.08207	0.124686	0.124686	7.88125e+133
0.927487	0.15882	0.15882	7.88125e+133
1.00479	0.190873	0.190873	7.88125e+133
0.863742	0.220403	0.220403	7.88125e+133
0.799437	0.2464	0.2464	7.88125e+133
0.761635	0.269181	0.269181	7.88125e+133
0.588365	0.28832	0.28832	7.88125e+133
0.445303	0.30278	0.30278	7.88125e+133
0.39735	0.312894	0.312894	7.88125e+133
0.0913585	0.318354	0.318354	7.88125e+133
0.14138	0.319179	0.319179	7.88125e+133
0.0576161	0.31516	0.31516	7.88125e+133
-0.0506721	0.305939	0.305939	7.88125e+133
-0.207726	0.292181	0.292181	7.88125e+133
-0.247204	0.274234	0.274234	7.88125e+133
-0.474425	0.252306	0.252306	7.88125e+133
-0.51561	0.22616	0.22616	7.88125e+133
-0.653666	0.196194	0.196194	7.88125e+133
-0.627682	0.1637	0.1637	7.88125e+133
-0.738353	0.128464	0.128464	7.88125e+133
-0.80555	0.0915387	0.0915387	7.88125e+133
-0.906951	0.0523325	0.0523325	7.88125e+133
-0.984063	0.0130092	0.0130092	7.88125e+133
-0.80419	-0.0270337	-0.0270337	7.88125e+133
-0.92179	-0.0664434	-0.0664434	7.88125e+133
-0.887149	-0.10511	-0.10511	7.88125e+133
-0.872789	-0.141751	-0.141751	7.88125e+133
-0.753299	-0.176314	-0.176314	7.88125e+133
-0.781019	-0.207999	-0.207999	7.88125e+133
-0.629192	-0.236872	-0.236872	7.88125e+133
-0.600802	-0.261539	-0.261539	7.88125e+133
-0.491744	-0.282607	-0.282607	7.88125e+133
-0.157666	-0.298215	-0.298215	7.88125e+133
-0.120075	-0.309916	-0.309916	7.88125e+133
-0.0610307	-0.316102	-0.316102	7.88125e+133
-0.024748	-0.317314	-0.317314	7.88125e+133
0.073216	-0.313286	-0.313286	7.88125e+133
0.319664	-0.304333	-0.304333	7.88125e+133
0.464622	-0.290278	-0.290278	7.88125e+133
0.555265	-0.271002	-0.271002	7.88125e+133
0.607937	-0.247483	-0.247483	7.88125e+133
0.866194	-0.219917	-0.219917	7.88125e+133
0.805885	-0.188006	-0.188006	7.88125e+133
0.902956	-0.152835	-0.152835	7.88125e+133
1.01802	-0.115131	-0.115131	7.88125e+133
1.0279	-0.0750403	-0.0750403	7.88125e+133
1.07524	-0.0336315	-0.0336315	7.88125e+133
0.99464	0.00907451	0.00907451	7.88125e+133
1.03004	0.0519978	0.0519978	7.88125e+133
1.10498	0.0949336	0.0949336	7.88125e+133
1.09908	0.135927	0.135927	7.88125e+133
0.972369	0.175839	0.175839	7.88125e+133
0.910331	0.213176	0.213176	7.88125e+133
0.824844	0.247697	0.247697	7.88125e+133
0.72296	0.278541	0.278541	7.88125e+133
0.596423	0.305496	0.305496	7.88125e+133
0.469835	0.328061	0.328061	7.88125e+133
0.373747	0.345611	0.345611	7.88125e+133
0.383921	0.357664	0.357664	7.88125e+133
0.193357	0.364718	0.364718	7.88125e+133
0.05946	0.366538	0.366538	7.88125e+133
0.063104	0.362155	0.362155	7.88125e+133
0.0150967	0.352468	0.352468	7.88125e+133
-0.355589	0.337564	0.337564	7.88125e+133
-0.4752	0.31748	0.31748	7.88125e+133
-0.432574	0.292456	0.292456	7.88125e+133
-0.545845	0.262576	0.262576	7.88125e+133
-0.569729	0.228911	0.228911	7.88125e+133
-0.6756	0.19172	0.19172	7.88125e+133
-0.859487	0.151285	0.151285	7.88125e+133
-0.81048	0.108571	0.108571	7.88125e+133
-0.811767	0.0638187	0.0638187	7.88125e+133
-0.88272	0.0185885	0.0185885	7.88125e+133
-0.885698	-0.0273386	-0.0273386	7.88125e+133
-0.789282	-0.0726182	-0.0726182	7.88125e+133
-0.950453	-0.117078	-0.117078	7.88125e+133
-0.862099	-0.159388	-0.159388	7.88125e+133
-0.649098	-0.199257	-0.199257	7.88125e+133
-0.568304	-0.236257	-0.236257	7.88125e+133
-0.537937	-0.269415	-0.269415	7.88125e+133
-0.478317	-0.298041	-0.298041	7.88125e+133
-0.473384	-0.322148	-0.322148	7.88125e+133
-0.294032	-0.340728	-0.340728	7.88125e+133
-0.235827	-0.354499	-0.354499	7.88125e+133
0.0101105	-0.362401	-0.362401	7.88125e+133
-0.0332885	-0.364245	-0.364245	7.88125e+133
0.148139	-0.360165	-0.360165	7.88125e+133
0.245864	-0.349951	-0.349951	7.88125e+133
0.525527	-0.334303	-0.334303	7.88125e+133
0.551586	-0.31344	-0.31344	7.88125e+133
0.715023	-0.286476	-0.286476	7.88125e+133
0.813157	-0.25521	-0.25521	7.88125e+133
0.915613	-0.219356	-0.219356	7.88125e+133
1.05064	-0.179689	-0.179689	7.88125e+133
0.91976	-0.1364	-0.1364	7.88125e+133
1.08976	-0.0909226	-0.0909226	7.88125e+133
1.06144	-0.0438444	-0.0438444	7.88125e+133
1.17692	0.00494867	0.00494867	7.88125e+133
1.09301	0.0537242	0.0537242	7.88125e+133
1.14508	0.102261	0.102261	7.88125e+133
1.08199	0.149567	0.149567	7.88125e+133
0.912526	0.194837	0.194837	7.88125e+133
1.00563	0.237909	0.237909	7.88125e+133
1.01905	0.277333	0.277333	7.88125e+133
0.818007	0.312629	0.312629	7.88125e+133
0.607315	0.343897	0.343897	7.88125e+133
0.558171	0.36988	0.36988	7.88125e+133
0.574363	0.390422	0.390422	7.88125e+133
0.530279	0.404592	0.404592	7.88125e+133
0.149743	0.413255	0.413255	7.88125e+133
0.212997	0.415758	0.415758	7.88125e+133
0.104803	0.411565	0.411565	7.88125e+133
-0.0341826	0.40089	0.40089	7.88125e+133
-0.279565	0.384612	0.384612	7.88125e+133
-0.370274	0.362309	0.362309	7.88125e+133
-0.409454	0.334433	0.334433	7.88125e+133
-0.51321	0.300814	0.300814	7.88125e+133
-0.62556	0.26283	0.26283	7.88125e+133
-0.687042	0.221183	0.221183	7.88125e+133
-0.695999	0.175759	0.175759	7.88125e+133
-0.844474	0.127096	0.127096	7.88125e+133
-0.955135	0.0769904	0.0769904	7.88125e+133
-0.929688	0.0256235	0.0256235	7.88125e+133
-0.897296	-0.0265437	-0.0265437	7.88125e+133
-0.869406	-0.0785879	-0.0785879	7.88125e+133
-0.738298	-0.128757	-0.128757	7.88125e+133
-0.830404	-0.177278	-0.177278	7.88125e+133
-0.792997	-0.222772	-0.222772	7.88125e+133
-0.707244	-0.265155	-0.265155	7.88125e+133
-0.541661	-0.303499	-0.303499	7.88125e+133
-0.447361	-0.336557	-0.336557	7.88125e+133
-0.347064	-0.364129	-0.364129	7.88125e+133
-0.205462	-0.386079	-0.386079	7.88125e+133
-0.195953	-0.401807	-0.401807	7.88125e+133
-0.175967	-0.411104	-0.411104	7.88125e+133
-0.0372058	-0.413749	-0.413749	7.88125e+133
0.110305	-0.409537	-0.409537	7.88125e+133
0.335459	-0.39918	-0.39918	7.88125e+133
0.372302	-0.381951	-0.381951	7.88125e+133
0.438589	-0.358387	-0.358387	7.88125e+133
0.718008	-0.328703	-0.328703	7.88125e+133
0.886283	-0.294081	-0.294081	7.88125e+133
0.84533	-0.253959	-0.253959	7.88125e+133
0.963943	-0.209309	-0.209309	7.88125e+133
0.932425	-0.161204	-0.161204	7.88125e+133
1.06469	-0.110041	-0.110041	7.88125e+133
1.06247	-0.0569127	-0.0569127	7.88125e+133
1.03335	-0.00212904	-0.00212904	7.88125e+133
1.14471	0.0527057	0.0527057	7.88125e+133
1.18437	0.107113	0.107113	7.88125e+133
1.00483	0.160736	0.160736	7.88125e+133
1.11459	0.212425	0.212425	7.88125e+133
0.979297	0.260467	0.260467	7.88125e+133
0.979325	0.304924	0.304924	7.88125e+133
0.832119	0.34528	0.34528	7.88125e+133
0.765175	0.380626	0.380626	7.88125e+133
0.719099	0.410533	0.410533	7.88125e+133
0.425608	0.433865	0.433865	7.88125e+133
0.424546	0.450742	0.450742	7.88125e+133
0.188131	0.460837	0.460837	7.88125e+133
0.127313	0.464212	0.464212	7.88125e+133
-0.0978933	0.459906	0.459906	7.88125e+133
-0.0817425	0.448742	0.448742	7.88125e+133
-0.29709	0.430898	0.430898	7.88125e+133
-0.485619	0.406385	0.406385	7.88125e+133
-0.518457	0.375438	0.375438	7.88125e+133
-0.611111	0.338176	0.338176	7.88125e+133
-0.746428	0.295896	0.295896	7.88125e+133
-0.805347	0.249491	0.249491	7.88125e+133
-0.707965	0.198727	0.198727	7.88125e+133
-0.831922	0.144644	0.144644	7.88125e+133
-0.85668	0.0884945	0.0884945	7.88125e+133
-0.810583	0.031051	0.031051	7.88125e+133
-0.799752	-0.0269367	-0.0269367	7.88125e+133
-0.806754	-0.0850089	-0.0850089	7.88125e+133
-0.869631	-0.141386	-0.141386	7.88125e+133
-0.867494	-0.195478	-0.195478	7.88125e+133
-0.637379	-0.246307	-0.246307	7.88125e+133
-0.665039	-0.293565	-0.293565	7.88125e+133
-0.721357	-0.336222	-0.336222	7.88125e+133
-0.532164	-0.373437	-0.373437	7.88125e+133
-0.385378	-0.404862	-0.404862	7.88125e+133
-0.257789	-0.429865	-0.429865	7.88125e+133
-0.230072	-0.447747	-0.447747	7.88125e+133
-0.0321552	-0.458698	-0.458698	7.88125e+133
0.0658647	-0.462249	-0.462249	7.88125e+133
0.0682031	-0.458371	-0.458371	7.88125e+133
0.285825	-0.446991	-0.446991	7.88125e+133
0.467749	-0.428131	-0.428131	7.88125e+133
0.465268	-0.402502	-0.402502	7.88125e+133
0.716889	-0.370115	-0.370115	7.88125e+133
0.671414	-0.331847	-0.331847	7.88125e+133
0.935284	-0.287474	-0.287474	7.88125e+133
0.923714	-0.238419	-0.238419	7.88125e+133
1.10759	-0.185596	-0.185596	7.88125e+133
1.09175	-0.128849	-0.128849	7.88125e+133
1.08622	-0.069922	-0.069922	7.88125e+133
1.08681	-0.00913819	-0.00913819	7.88125e+133
1.01443	0.052176	0.052176	7.88125e+133
1.03682	0.112443	0.112443	7.88125e+133
1.15464	0.171915	0.171915	7.88125e+133
0.98816	0.229376	0.229376	7.88125e+133
0.945162	0.283412	0.283412	7.88125e+133
0.869639	0.333106	0.333106	7.88125e+133
0.837363	0.37818	0.37818	7.88125e+133
0.721874	0.418047	0.418047	7.88125e+133
0.67134	0.451448	0.451448	7.88125e+133
0.509205	0.47755	0.47755	7.88125e+133
0.440609	0.496769	0.496769	7.88125e+133
0.221379	0.50874	0.50874	7.88125e+133
0	0	0	7.88125e+133
